occurrence_time,latitude,longitude,halfAngle,speed,type,note,analysis_time,time_before_analysis,time_since_last_cme
2015-04-14 09:12:00,-4.0,90.0,24.0,380.0,S,"CME had a pretty ragged front, tough to define exactly what leading edge was.  Faded as it moved through C3 FOV.",2015-04-14 18:26:00,33240.0,23040.0
2015-04-14 10:48:00,-4.0,-90.0,33.0,275.0,S,CME is quite bright and distinct.,2015-04-15 00:57:00,50940.0,5760.0
2015-04-14 15:24:00,-10.0,-90.0,36.0,450.0,S,"CME was right behind the 2015-04-14T10:48Z CME, was difficult to distinguish between the two as they moved through the C3 FOV.",2015-04-14 23:38:00,29640.000000000004,16560.0
2015-04-16 00:00:00,32.0,-19.0,15.0,363.0,S,,2015-04-16 04:54:00,17640.0,117360.00000000001
2015-04-16 06:36:00,2.0,-92.0,18.0,453.0,S,,2015-04-16 14:37:00,28860.0,23760.0
2015-04-17 04:17:00,-4.0,63.0,17.0,250.0,S,,2015-04-17 18:34:00,51420.0,78060.0
2015-04-18 03:12:00,54.0,-102.0,38.0,921.0,C,,2015-04-18 06:58:00,13560.0,82500.0
2015-04-18 16:12:00,22.0,46.0,19.0,165.0,S,Very Slow and narrow CME,2015-04-19 13:42:00,77400.0,46800.0
2015-04-19 07:24:00,-51.0,146.0,46.0,270.0,S,"Faint southern CME.  Intially thought to be part of the larger 11:00UT CME but later with backfilled imagery, this was ruled out.",2015-04-20 03:00:00,70560.0,54720.0
2015-04-19 11:00:00,-23.0,-145.0,35.0,850.0,C,This CME interacts with an earlier CME of the day. In C3 the structure is moving together with the main light-bulb shaped CME in the SE. In C2 it is not so clear if it starts moving out at the same time.,2015-04-19 17:47:00,24420.0,12960.0
2015-04-19 21:12:00,-34.0,126.0,42.0,459.0,S,,2015-04-20 04:05:00,24780.0,36720.0
2015-04-21 03:24:00,-32.0,-90.0,34.0,360.0,S,"CME signatures looked close to plane of sky, so measurement was done at -90.",2015-04-21 14:32:00,40080.0,108720.0
2015-04-21 10:36:00,44.0,-90.0,40.0,1800.0,O,,2015-04-21 12:22:00,6360.0,25920.0
2015-04-21 13:25:00,59.0,-90.0,30.0,1110.0,O,,2015-04-21 16:34:00,11340.0,10140.0
2015-04-23 09:36:00,20.0,80.0,50.0,627.0,C,,2015-04-23 14:26:00,17400.0,159060.0
2015-04-24 15:12:00,54.0,-117.0,19.0,962.0,C,,2015-04-24 18:48:00,12960.0,106560.0
2015-04-24 20:48:00,36.0,127.0,38.0,1020.0,O,,2015-04-25 00:29:00,13260.0,20160.0
2015-04-25 03:48:00,37.0,-126.0,14.0,590.0,C,,2015-04-25 09:26:00,20280.0,25200.0
2015-04-25 15:12:00,11.0,134.0,51.0,811.0,C,,2015-04-25 19:22:00,15000.000000000002,41040.0
2015-04-25 18:48:00,25.0,100.0,25.0,650.0,C,Very rough estimate. CME is too faint in C3 to make any good measurements. Follows along shortly after the halo CME from earlier today.,2015-04-26 23:30:00,103320.0,12960.0
2015-04-26 01:48:00,12.0,165.0,40.0,1575.0,O,Fast partial halo CME.  Fit is not perfect in SWPC_Cat but as close as (believed) possible,2015-04-26 05:15:00,12420.0,25200.0
2015-04-26 12:36:00,42.0,121.0,28.0,389.0,S,,2015-04-27 02:06:00,48600.0,38880.0
2015-04-28 14:29:00,26.0,-59.0,36.0,601.0,C,,2015-04-28 20:49:00,22800.0,179580.0
2015-04-30 02:36:00,72.0,-158.0,35.0,572.0,C,"Geometry uncertain,one of 2 overlapping CMEs",2015-04-30 09:58:00,26520.0,130020.00000000001
2015-04-30 03:12:00,45.0,152.0,43.0,460.0,S,"Geometry uncertain, second of 2 overlapping CMEs",2015-04-30 11:58:00,31560.000000000004,2160.0
2015-05-01 11:36:00,50.0,-134.0,36.0,341.0,S,parameters are a guess since location is backsided and no imagery is available,2015-05-01 22:29:00,39180.0,116640.0
2015-05-01 18:12:00,16.0,-168.0,48.0,975.0,C,,2015-05-01 21:16:00,11040.0,23760.0
2015-05-01 19:24:00,4.0,-105.0,41.0,550.0,C,,2015-05-02 01:53:00,23340.0,4320.0
2015-05-01 22:12:00,-8.0,95.0,32.0,200.0,S,Need to remeasure with more imagery!,2015-05-02 15:22:00,61800.00000000001,10080.0
2015-05-02 07:48:00,3.0,-117.0,37.0,686.0,C,,2015-05-02 13:08:00,19200.0,34560.0
2015-05-02 09:48:00,-28.0,88.0,37.0,200.0,S,Faint. Rough measurement.,2015-05-03 02:25:00,59820.00000000001,7200.0
2015-05-02 21:36:00,-32.0,-31.0,50.0,296.0,S,,2015-05-03 08:50:00,40440.0,42480.0
2015-05-03 01:25:00,-26.0,97.0,32.0,473.0,S,,2015-05-03 09:54:00,30540.000000000004,13740.0
2015-05-03 04:00:00,41.0,-105.0,46.0,817.0,C,,2015-05-03 08:30:00,16200.000000000002,9300.0
2015-05-03 15:12:00,-21.0,-107.0,27.0,577.0,C,,2015-05-03 21:11:00,21540.0,40320.0
2015-05-03 16:12:00,45.0,-96.0,25.0,448.0,S,,2015-05-04 02:21:00,36540.0,3600.0
2015-05-04 03:12:00,43.0,-85.0,38.0,407.0,S,,2015-05-04 09:49:00,23820.0,39600.0
2015-05-04 08:48:00,-20.0,-85.0,32.0,483.0,S,,2015-05-04 15:14:00,23160.0,20160.0
2015-05-04 09:48:00,15.0,-135.0,65.0,560.0,C,,2015-05-04 17:21:00,27180.0,3600.0
2015-05-04 19:36:00,-20.0,-95.0,17.0,490.0,S,This CME had a fairly ragged front and was difficult to track beyond 10 RSun.,2015-05-05 02:43:00,25620.0,35280.0
2015-05-05 02:12:00,-16.0,-95.0,21.0,680.0,C,,2015-05-05 06:59:00,17220.0,23760.0
2015-05-05 14:12:00,36.0,-100.0,38.0,270.0,S,"This CME was very bright at first, and then faded rapidly.  There were type II bursts observed near the onset time, estimated speed of 1100 km/sec.  Initial speeds were >400 km/sec, but nowhere near 1100.  An unusual event.",2015-05-06 02:30:00,44280.0,43200.0
2015-05-05 22:24:00,42.0,-65.0,35.0,725.0,C,,2015-05-06 02:15:00,13860.0,29520.000000000004
2015-05-06 17:00:00,-11.0,26.0,29.0,576.0,C,,2015-05-06 23:26:00,23160.0,66960.0
2015-05-09 01:36:00,31.0,-88.0,40.0,670.0,C,,2015-05-09 07:15:00,20340.0,203760.0
2015-05-09 09:12:00,-20.0,-107.0,43.0,520.0,C,,2015-05-09 16:15:00,25380.0,27360.0
2015-05-11 05:00:00,30.0,-24.0,24.0,269.0,S,,2015-05-11 16:36:00,41760.0,157680.0
2015-05-12 02:48:00,-1.0,85.0,43.0,610.0,C,,2015-05-12 08:31:00,20580.0,78480.0
2015-05-12 12:24:00,-3.0,66.0,21.0,468.0,S,,2015-05-12 19:42:00,26280.0,34560.0
2015-05-12 18:36:00,35.0,-116.0,35.0,419.0,S,,2015-05-13 05:12:00,38160.0,22320.0
2015-05-13 18:48:00,37.0,7.0,37.0,354.0,S,,2015-05-14 03:55:00,32820.0,87120.0
2015-05-16 00:36:00,50.0,-72.0,35.0,600.0,C,,2015-05-16 08:10:00,27240.0,193680.0
2015-05-16 10:12:00,-43.0,-43.0,28.0,320.0,S,,2015-05-16 20:26:00,36840.0,34560.0
2015-05-16 11:24:00,51.0,14.0,25.0,627.0,C,,2015-05-16 17:35:00,22260.0,4320.0
2015-05-21 23:12:00,49.0,-111.0,75.0,676.0,C,Complex CME was analyzed as one in StereoCAT. Longitude was guess to be 20 degrees behind the rim (-110 deg).,2015-05-22 04:50:00,20280.0,474480.00000000006
2015-05-23 07:00:00,55.0,134.0,20.0,274.0,S,,2015-05-24 00:18:00,62280.00000000001,114480.0
2015-05-24 13:48:00,-12.0,93.0,12.0,380.0,S,,2015-05-25 03:00:00,47520.0,110880.0
2015-05-25 23:48:00,18.0,-82.0,32.0,349.0,S,,2015-05-26 10:42:00,39240.0,122400.00000000001
